Date,Year,Quarter,MonthName,RevenueTarget
2024-09-04,2024,Q3,Sep,51044.5
2024-09-05,2024,Q3,Sep,54103.84
2024-09-06,2024,Q3,Sep,54803.9
2024-09-07,2024,Q3,Sep,24609.52
2024-09-08,2024,Q3,Sep,22499.12
2024-09-09,2024,Q3,Sep,52879.18
2024-09-10,2024,Q3,Sep,55203.38
2024-09-11,2024,Q3,Sep,53836.74
2024-09-12,2024,Q3,Sep,53531.22
2024-09-13,2024,Q3,Sep,50529.95
2024-09-14,2024,Q3,Sep,23152.42
2024-09-15,2024,Q3,Sep,24625.41
2024-09-16,2024,Q3,Sep,50792.22
2024-09-17,2024,Q3,Sep,51566.77
2024-09-18,2024,Q3,Sep,52335.8
2024-09-19,2024,Q3,Sep,54448.01
2024-09-20,2024,Q3,Sep,52350.95
2024-09-21,2024,Q3,Sep,23524.88
2024-09-22,2024,Q3,Sep,22314.0
2024-09-23,2024,Q3,Sep,50432.76
2024-09-24,2024,Q3,Sep,52502.84
2024-09-25,2024,Q3,Sep,53794.68
2024-09-26,2024,Q3,Sep,50383.04
2024-09-27,2024,Q3,Sep,51663.56
2024-09-28,2024,Q3,Sep,23931.49
2024-09-29,2024,Q3,Sep,22749.8
2024-09-30,2024,Q3,Sep,55812.49
2024-10-01,2024,Q4,Oct,53622.01
2024-10-02,2024,Q4,Oct,51762.79
2024-10-03,2024,Q4,Oct,50210.81
2024-10-04,2024,Q4,Oct,55334.91
2024-10-05,2024,Q4,Oct,24327.54
2024-10-06,2024,Q4,Oct,22465.23
2024-10-07,2024,Q4,Oct,54924.33
2024-10-08,2024,Q4,Oct,53905.96
2024-10-09,2024,Q4,Oct,52617.94
2024-10-10,2024,Q4,Oct,53236.47
2024-10-11,2024,Q4,Oct,55100.05
2024-10-12,2024,Q4,Oct,24873.93
2024-10-13,2024,Q4,Oct,25200.66
2024-10-14,2024,Q4,Oct,55174.52
2024-10-15,2024,Q4,Oct,55528.26
2024-10-16,2024,Q4,Oct,49886.18
2024-10-17,2024,Q4,Oct,52130.74
2024-10-18,2024,Q4,Oct,53910.69
2024-10-19,2024,Q4,Oct,24438.37
2024-10-20,2024,Q4,Oct,24733.61
2024-10-21,2024,Q4,Oct,50354.62
2024-10-22,2024,Q4,Oct,51359.73
2024-10-23,2024,Q4,Oct,50303.98
2024-10-24,2024,Q4,Oct,50964.64
2024-10-25,2024,Q4,Oct,53903.94
2024-10-26,2024,Q4,Oct,22522.29
2024-10-27,2024,Q4,Oct,24214.86
2024-10-28,2024,Q4,Oct,53326.22
2024-10-29,2024,Q4,Oct,53886.52
2024-10-30,2024,Q4,Oct,52506.69
2024-10-31,2024,Q4,Oct,50479.14
2024-11-01,2024,Q4,Nov,65759.56
2024-11-02,2024,Q4,Nov,32486.26
2024-11-03,2024,Q4,Nov,31749.38
2024-11-04,2024,Q4,Nov,69322.64
2024-11-05,2024,Q4,Nov,67889.64
2024-11-06,2024,Q4,Nov,67139.2
2024-11-07,2024,Q4,Nov,64436.16
2024-11-08,2024,Q4,Nov,65411.21
2024-11-09,2024,Q4,Nov,31175.47
2024-11-10,2024,Q4,Nov,32205.57
2024-11-11,2024,Q4,Nov,65072.21
2024-11-12,2024,Q4,Nov,69633.11
2024-11-13,2024,Q4,Nov,67190.75
2024-11-14,2024,Q4,Nov,66502.87
2024-11-15,2024,Q4,Nov,65009.73
2024-11-16,2024,Q4,Nov,29710.56
2024-11-17,2024,Q4,Nov,29132.17
2024-11-18,2024,Q4,Nov,72486.4
2024-11-19,2024,Q4,Nov,70105.46
2024-11-20,2024,Q4,Nov,70595.3
2024-11-21,2024,Q4,Nov,66713.54
2024-11-22,2024,Q4,Nov,67492.58
2024-11-23,2024,Q4,Nov,32163.94
2024-11-24,2024,Q4,Nov,31396.49
2024-11-25,2024,Q4,Nov,65959.07
2024-11-26,2024,Q4,Nov,64647.57
2024-11-27,2024,Q4,Nov,65923.35
2024-11-28,2024,Q4,Nov,65318.05
2024-11-29,2024,Q4,Nov,72791.39
2024-11-30,2024,Q4,Nov,31387.88
2024-12-01,2024,Q4,Dec,30971.1
2024-12-02,2024,Q4,Dec,72289.67
2024-12-03,2024,Q4,Dec,71527.4
2024-12-04,2024,Q4,Dec,71045.19
2024-12-05,2024,Q4,Dec,69137.07
2024-12-06,2024,Q4,Dec,66418.2
2024-12-07,2024,Q4,Dec,32793.19
2024-12-08,2024,Q4,Dec,32162.42
2024-12-09,2024,Q4,Dec,66520.01
2024-12-10,2024,Q4,Dec,67236.81
2024-12-11,2024,Q4,Dec,71965.91
2024-12-12,2024,Q4,Dec,67879.97
2024-12-13,2024,Q4,Dec,71131.56
2024-12-14,2024,Q4,Dec,32696.54
2024-12-15,2024,Q4,Dec,30606.45
2024-12-16,2024,Q4,Dec,68339.65
2024-12-17,2024,Q4,Dec,71713.38
2024-12-18,2024,Q4,Dec,73086.51
2024-12-19,2024,Q4,Dec,72267.34
2024-12-20,2024,Q4,Dec,70561.13
2024-12-21,2024,Q4,Dec,31295.62
2024-12-22,2024,Q4,Dec,30834.96
2024-12-23,2024,Q4,Dec,68313.54
2024-12-24,2024,Q4,Dec,71717.58
2024-12-25,2024,Q4,Dec,66540.5
2024-12-26,2024,Q4,Dec,68689.04
2024-12-27,2024,Q4,Dec,67618.37
2024-12-28,2024,Q4,Dec,30249.94
2024-12-29,2024,Q4,Dec,31069.65
2024-12-30,2024,Q4,Dec,66814.27
2024-12-31,2024,Q4,Dec,68639.8
2025-01-01,2025,Q1,Jan,52865.12
2025-01-02,2025,Q1,Jan,51108.49
2025-01-03,2025,Q1,Jan,56596.86
2025-01-04,2025,Q1,Jan,22994.19
2025-01-05,2025,Q1,Jan,24155.06
2025-01-06,2025,Q1,Jan,56011.46
2025-01-07,2025,Q1,Jan,57574.85
2025-01-08,2025,Q1,Jan,53988.8
2025-01-09,2025,Q1,Jan,52790.5
2025-01-10,2025,Q1,Jan,56902.78
2025-01-11,2025,Q1,Jan,25086.23
2025-01-12,2025,Q1,Jan,25640.82
2025-01-13,2025,Q1,Jan,54285.43
2025-01-14,2025,Q1,Jan,52565.36
2025-01-15,2025,Q1,Jan,53163.27
2025-01-16,2025,Q1,Jan,54804.31
2025-01-17,2025,Q1,Jan,53761.71
2025-01-18,2025,Q1,Jan,25625.78
2025-01-19,2025,Q1,Jan,25860.41
2025-01-20,2025,Q1,Jan,55054.12
2025-01-21,2025,Q1,Jan,52611.94
2025-01-22,2025,Q1,Jan,53093.8
2025-01-23,2025,Q1,Jan,55084.98
2025-01-24,2025,Q1,Jan,56058.52
2025-01-25,2025,Q1,Jan,25881.32
2025-01-26,2025,Q1,Jan,25099.89
2025-01-27,2025,Q1,Jan,55044.43
2025-01-28,2025,Q1,Jan,57066.91
2025-01-29,2025,Q1,Jan,57961.06
2025-01-30,2025,Q1,Jan,53510.21
2025-01-31,2025,Q1,Jan,56927.17
2025-02-01,2025,Q1,Feb,23222.45
2025-02-02,2025,Q1,Feb,25907.19
2025-02-03,2025,Q1,Feb,57023.24
2025-02-04,2025,Q1,Feb,57619.7
2025-02-05,2025,Q1,Feb,57971.65
2025-02-06,2025,Q1,Feb,52133.23
2025-02-07,2025,Q1,Feb,58032.2
2025-02-08,2025,Q1,Feb,24729.44
2025-02-09,2025,Q1,Feb,24681.66
2025-02-10,2025,Q1,Feb,56766.32
2025-02-11,2025,Q1,Feb,55489.49
2025-02-12,2025,Q1,Feb,52982.78
2025-02-13,2025,Q1,Feb,56305.65
2025-02-14,2025,Q1,Feb,54812.36
2025-02-15,2025,Q1,Feb,25589.95
2025-02-16,2025,Q1,Feb,24543.61
2025-02-17,2025,Q1,Feb,52248.6
2025-02-18,2025,Q1,Feb,52281.4
2025-02-19,2025,Q1,Feb,53439.99
2025-02-20,2025,Q1,Feb,56219.63
2025-02-21,2025,Q1,Feb,56551.34
2025-02-22,2025,Q1,Feb,25861.79
2025-02-23,2025,Q1,Feb,23463.28
2025-02-24,2025,Q1,Feb,55939.56
2025-02-25,2025,Q1,Feb,51894.04
2025-02-26,2025,Q1,Feb,58233.88
2025-02-27,2025,Q1,Feb,52605.27
2025-02-28,2025,Q1,Feb,56586.54
2025-03-01,2025,Q1,Mar,25179.3
2025-03-02,2025,Q1,Mar,24530.75
2025-03-03,2025,Q1,Mar,55508.15
2025-03-04,2025,Q1,Mar,54955.14
2025-03-05,2025,Q1,Mar,52869.55
2025-03-06,2025,Q1,Mar,58303.94
2025-03-07,2025,Q1,Mar,53324.85
2025-03-08,2025,Q1,Mar,25277.94
2025-03-09,2025,Q1,Mar,26270.04
2025-03-10,2025,Q1,Mar,53828.01
2025-03-11,2025,Q1,Mar,57859.12
2025-03-12,2025,Q1,Mar,57563.74
2025-03-13,2025,Q1,Mar,57512.22
2025-03-14,2025,Q1,Mar,54790.41
2025-03-15,2025,Q1,Mar,25342.49
2025-03-16,2025,Q1,Mar,25891.36
2025-03-17,2025,Q1,Mar,55042.86
2025-03-18,2025,Q1,Mar,58640.4
2025-03-19,2025,Q1,Mar,55150.65
2025-03-20,2025,Q1,Mar,58555.37
2025-03-21,2025,Q1,Mar,57910.49
2025-03-22,2025,Q1,Mar,24709.37
2025-03-23,2025,Q1,Mar,24221.44
2025-03-24,2025,Q1,Mar,52836.53
2025-03-25,2025,Q1,Mar,55876.52
2025-03-26,2025,Q1,Mar,55731.2
2025-03-27,2025,Q1,Mar,52581.33
2025-03-28,2025,Q1,Mar,58806.91
2025-03-29,2025,Q1,Mar,25312.74
2025-03-30,2025,Q1,Mar,25741.75
2025-03-31,2025,Q1,Mar,57905.19
2025-04-01,2025,Q2,Apr,53978.62
2025-04-02,2025,Q2,Apr,56451.96
2025-04-03,2025,Q2,Apr,56932.26
2025-04-04,2025,Q2,Apr,52716.33
2025-04-05,2025,Q2,Apr,24558.66
2025-04-06,2025,Q2,Apr,23688.42
2025-04-07,2025,Q2,Apr,52898.12
2025-04-08,2025,Q2,Apr,54350.77
2025-04-09,2025,Q2,Apr,57430.6
2025-04-10,2025,Q2,Apr,54547.98
2025-04-11,2025,Q2,Apr,52846.91
2025-04-12,2025,Q2,Apr,26384.5
2025-04-13,2025,Q2,Apr,24622.58
2025-04-14,2025,Q2,Apr,56352.39
2025-04-15,2025,Q2,Apr,58185.06
2025-04-16,2025,Q2,Apr,57077.96
2025-04-17,2025,Q2,Apr,58697.27
2025-04-18,2025,Q2,Apr,56311.21
2025-04-19,2025,Q2,Apr,24104.45
2025-04-20,2025,Q2,Apr,26662.61
2025-04-21,2025,Q2,Apr,54561.79
2025-04-22,2025,Q2,Apr,59185.82
2025-04-23,2025,Q2,Apr,54944.61
2025-04-24,2025,Q2,Apr,57101.24
2025-04-25,2025,Q2,Apr,57321.53
2025-04-26,2025,Q2,Apr,24658.25
2025-04-27,2025,Q2,Apr,23848.4
2025-04-28,2025,Q2,Apr,56467.5
2025-04-29,2025,Q2,Apr,54363.98
2025-04-30,2025,Q2,Apr,53523.97
2025-05-01,2025,Q2,May,55451.44
2025-05-02,2025,Q2,May,57714.26
2025-05-03,2025,Q2,May,25615.36
2025-05-04,2025,Q2,May,26605.54
2025-05-05,2025,Q2,May,58378.74
2025-05-06,2025,Q2,May,55559.19
2025-05-07,2025,Q2,May,54494.74
2025-05-08,2025,Q2,May,58084.41
2025-05-09,2025,Q2,May,56347.17
2025-05-10,2025,Q2,May,26079.54
2025-05-11,2025,Q2,May,25374.9
2025-05-12,2025,Q2,May,56412.87
2025-05-13,2025,Q2,May,56174.43
2025-05-14,2025,Q2,May,57662.85
2025-05-15,2025,Q2,May,53317.79
2025-05-16,2025,Q2,May,59724.57
2025-05-17,2025,Q2,May,25433.95
2025-05-18,2025,Q2,May,24672.19
2025-05-19,2025,Q2,May,58172.35
2025-05-20,2025,Q2,May,57942.67
2025-05-21,2025,Q2,May,57090.26
2025-05-22,2025,Q2,May,59354.84
2025-05-23,2025,Q2,May,59534.2
2025-05-24,2025,Q2,May,26557.94
2025-05-25,2025,Q2,May,25703.7
2025-05-26,2025,Q2,May,57053.26
2025-05-27,2025,Q2,May,56239.85
2025-05-28,2025,Q2,May,58541.63
2025-05-29,2025,Q2,May,59498.35
2025-05-30,2025,Q2,May,56234.16
2025-05-31,2025,Q2,May,26098.85
2025-06-01,2025,Q2,Jun,26494.98
2025-06-02,2025,Q2,Jun,56577.47
2025-06-03,2025,Q2,Jun,59090.05
2025-06-04,2025,Q2,Jun,57886.7
2025-06-05,2025,Q2,Jun,55364.04
2025-06-06,2025,Q2,Jun,58515.6
2025-06-07,2025,Q2,Jun,25580.66
2025-06-08,2025,Q2,Jun,25307.63
2025-06-09,2025,Q2,Jun,58502.35
2025-06-10,2025,Q2,Jun,60176.84
2025-06-11,2025,Q2,Jun,56228.66
2025-06-12,2025,Q2,Jun,56003.61
2025-06-13,2025,Q2,Jun,55492.29
2025-06-14,2025,Q2,Jun,24696.14
2025-06-15,2025,Q2,Jun,25882.82
2025-06-16,2025,Q2,Jun,54631.01
2025-06-17,2025,Q2,Jun,54608.12
2025-06-18,2025,Q2,Jun,60207.69
2025-06-19,2025,Q2,Jun,57721.59
2025-06-20,2025,Q2,Jun,57203.11
2025-06-21,2025,Q2,Jun,25072.97
2025-06-22,2025,Q2,Jun,24503.07
2025-06-23,2025,Q2,Jun,56941.63
2025-06-24,2025,Q2,Jun,56215.18
2025-06-25,2025,Q2,Jun,58814.24
2025-06-26,2025,Q2,Jun,54298.5
2025-06-27,2025,Q2,Jun,56715.25
2025-06-28,2025,Q2,Jun,26140.36
2025-06-29,2025,Q2,Jun,25246.51
2025-06-30,2025,Q2,Jun,59749.92
2025-07-01,2025,Q3,Jul,54720.8
2025-07-02,2025,Q3,Jul,56026.09
2025-07-03,2025,Q3,Jul,57273.23
2025-07-04,2025,Q3,Jul,58056.93
2025-07-05,2025,Q3,Jul,27287.82
2025-07-06,2025,Q3,Jul,24903.86
2025-07-07,2025,Q3,Jul,55780.41
2025-07-08,2025,Q3,Jul,57648.93
2025-07-09,2025,Q3,Jul,56169.19
2025-07-10,2025,Q3,Jul,59968.15
2025-07-11,2025,Q3,Jul,59932.52
2025-07-12,2025,Q3,Jul,25178.24
2025-07-13,2025,Q3,Jul,24604.82
2025-07-14,2025,Q3,Jul,60685.13
2025-07-15,2025,Q3,Jul,58742.66
2025-07-16,2025,Q3,Jul,54617.78
2025-07-17,2025,Q3,Jul,55624.42
2025-07-18,2025,Q3,Jul,59333.08
2025-07-19,2025,Q3,Jul,26257.35
2025-07-20,2025,Q3,Jul,27242.55
2025-07-21,2025,Q3,Jul,59364.09
2025-07-22,2025,Q3,Jul,54995.63
2025-07-23,2025,Q3,Jul,59476.19
2025-07-24,2025,Q3,Jul,58334.11
2025-07-25,2025,Q3,Jul,55833.2
2025-07-26,2025,Q3,Jul,27291.98
2025-07-27,2025,Q3,Jul,25609.15
2025-07-28,2025,Q3,Jul,57470.09
2025-07-29,2025,Q3,Jul,57625.31
2025-07-30,2025,Q3,Jul,59760.61
2025-07-31,2025,Q3,Jul,56967.58
2025-08-01,2025,Q3,Aug,58889.65
2025-08-02,2025,Q3,Aug,25299.07
2025-08-03,2025,Q3,Aug,25241.9
2025-08-04,2025,Q3,Aug,58183.49
2025-08-05,2025,Q3,Aug,59229.3
2025-08-06,2025,Q3,Aug,59426.57
2025-08-07,2025,Q3,Aug,55356.51
2025-08-08,2025,Q3,Aug,58591.56
2025-08-09,2025,Q3,Aug,25280.3
2025-08-10,2025,Q3,Aug,26922.2
2025-08-11,2025,Q3,Aug,56437.1
2025-08-12,2025,Q3,Aug,56910.44
2025-08-13,2025,Q3,Aug,60691.25
2025-08-14,2025,Q3,Aug,57133.88
2025-08-15,2025,Q3,Aug,59803.0
2025-08-16,2025,Q3,Aug,27495.37
2025-08-17,2025,Q3,Aug,26291.22
2025-08-18,2025,Q3,Aug,56228.3
2025-08-19,2025,Q3,Aug,54686.09
2025-08-20,2025,Q3,Aug,57037.9
2025-08-21,2025,Q3,Aug,60498.32
2025-08-22,2025,Q3,Aug,55502.01
2025-08-23,2025,Q3,Aug,26408.82
2025-08-24,2025,Q3,Aug,27544.21
2025-08-25,2025,Q3,Aug,57666.26
2025-08-26,2025,Q3,Aug,55559.45
2025-08-27,2025,Q3,Aug,56925.7
2025-08-28,2025,Q3,Aug,60877.98
2025-08-29,2025,Q3,Aug,59493.42
2025-08-30,2025,Q3,Aug,25675.29
2025-08-31,2025,Q3,Aug,27189.1
2025-09-01,2025,Q3,Sep,57025.66
2025-09-02,2025,Q3,Sep,61532.48
2025-09-03,2025,Q3,Sep,59663.29
2025-09-04,2025,Q3,Sep,57073.79
2025-09-05,2025,Q3,Sep,59086.26
2025-09-06,2025,Q3,Sep,25387.6
2025-09-07,2025,Q3,Sep,24846.09
2025-09-08,2025,Q3,Sep,55493.18
2025-09-09,2025,Q3,Sep,59135.2
2025-09-10,2025,Q3,Sep,58562.08
2025-09-11,2025,Q3,Sep,61255.62
2025-09-12,2025,Q3,Sep,59005.87
2025-09-13,2025,Q3,Sep,26436.69
2025-09-14,2025,Q3,Sep,26665.96
2025-09-15,2025,Q3,Sep,55496.5
2025-09-16,2025,Q3,Sep,57498.2
2025-09-17,2025,Q3,Sep,56877.49
2025-09-18,2025,Q3,Sep,60317.04
2025-09-19,2025,Q3,Sep,59692.44
2025-09-20,2025,Q3,Sep,25183.25
2025-09-21,2025,Q3,Sep,26669.99
2025-09-22,2025,Q3,Sep,60112.27
2025-09-23,2025,Q3,Sep,58168.14
2025-09-24,2025,Q3,Sep,60303.92
2025-09-25,2025,Q3,Sep,57706.58
2025-09-26,2025,Q3,Sep,60661.81
2025-09-27,2025,Q3,Sep,26956.03
2025-09-28,2025,Q3,Sep,25844.36
2025-09-29,2025,Q3,Sep,57272.82
2025-09-30,2025,Q3,Sep,58492.74
2025-10-01,2025,Q4,Oct,55376.03
2025-10-02,2025,Q4,Oct,60686.23
2025-10-03,2025,Q4,Oct,56938.48
2025-10-04,2025,Q4,Oct,28055.58
2025-10-05,2025,Q4,Oct,25878.24
2025-10-06,2025,Q4,Oct,57551.25
2025-10-07,2025,Q4,Oct,58494.94
2025-10-08,2025,Q4,Oct,59191.76
2025-10-09,2025,Q4,Oct,57223.41
2025-10-10,2025,Q4,Oct,56813.4
2025-10-11,2025,Q4,Oct,25553.72
2025-10-12,2025,Q4,Oct,26945.88
2025-10-13,2025,Q4,Oct,57471.3
2025-10-14,2025,Q4,Oct,62037.74
2025-10-15,2025,Q4,Oct,57452.09
2025-10-16,2025,Q4,Oct,57825.83
2025-10-17,2025,Q4,Oct,56780.57
2025-10-18,2025,Q4,Oct,25424.69
2025-10-19,2025,Q4,Oct,25642.98
2025-10-20,2025,Q4,Oct,56344.17
2025-10-21,2025,Q4,Oct,61140.2
2025-10-22,2025,Q4,Oct,57726.63
2025-10-23,2025,Q4,Oct,56842.4
2025-10-24,2025,Q4,Oct,60001.04
2025-10-25,2025,Q4,Oct,25332.81
2025-10-26,2025,Q4,Oct,25432.83
2025-10-27,2025,Q4,Oct,60479.65
2025-10-28,2025,Q4,Oct,59989.35
2025-10-29,2025,Q4,Oct,62168.05
2025-10-30,2025,Q4,Oct,56603.25
2025-10-31,2025,Q4,Oct,56901.0
2025-11-01,2025,Q4,Nov,32675.13
2025-11-02,2025,Q4,Nov,34005.97
2025-11-03,2025,Q4,Nov,75005.86
2025-11-04,2025,Q4,Nov,79642.32
2025-11-05,2025,Q4,Nov,74501.9
2025-11-06,2025,Q4,Nov,76104.79
2025-11-07,2025,Q4,Nov,72705.86
2025-11-08,2025,Q4,Nov,34128.25
2025-11-09,2025,Q4,Nov,33590.29
2025-11-10,2025,Q4,Nov,77692.29
2025-11-11,2025,Q4,Nov,77869.62
2025-11-12,2025,Q4,Nov,77535.82
2025-11-13,2025,Q4,Nov,73910.14
2025-11-14,2025,Q4,Nov,78257.44
2025-11-15,2025,Q4,Nov,34946.68
2025-11-16,2025,Q4,Nov,33453.44
2025-11-17,2025,Q4,Nov,74209.15
2025-11-18,2025,Q4,Nov,80293.8
2025-11-19,2025,Q4,Nov,73508.04
2025-11-20,2025,Q4,Nov,80319.56
2025-11-21,2025,Q4,Nov,79299.88
2025-11-22,2025,Q4,Nov,32441.42
2025-11-23,2025,Q4,Nov,35656.06
2025-11-24,2025,Q4,Nov,72538.01
2025-11-25,2025,Q4,Nov,73842.11
2025-11-26,2025,Q4,Nov,75663.19
2025-11-27,2025,Q4,Nov,76411.51
2025-11-28,2025,Q4,Nov,79163.55
2025-11-29,2025,Q4,Nov,34760.86
2025-11-30,2025,Q4,Nov,32569.95
2025-12-01,2025,Q4,Dec,74403.98
2025-12-02,2025,Q4,Dec,75862.19
2025-12-03,2025,Q4,Dec,75720.54
2025-12-04,2025,Q4,Dec,78443.24
2025-12-05,2025,Q4,Dec,74441.11
2025-12-06,2025,Q4,Dec,35422.09
2025-12-07,2025,Q4,Dec,33641.49
2025-12-08,2025,Q4,Dec,73404.96
2025-12-09,2025,Q4,Dec,78059.11
2025-12-10,2025,Q4,Dec,80584.17
2025-12-11,2025,Q4,Dec,75356.31
2025-12-12,2025,Q4,Dec,72322.52
2025-12-13,2025,Q4,Dec,33773.72
2025-12-14,2025,Q4,Dec,34026.69
2025-12-15,2025,Q4,Dec,72501.61
2025-12-16,2025,Q4,Dec,73714.59
2025-12-17,2025,Q4,Dec,77576.82
2025-12-18,2025,Q4,Dec,78739.03
2025-12-19,2025,Q4,Dec,77706.54
2025-12-20,2025,Q4,Dec,32875.04
2025-12-21,2025,Q4,Dec,33672.59
2025-12-22,2025,Q4,Dec,77861.15
2025-12-23,2025,Q4,Dec,80517.3
2025-12-24,2025,Q4,Dec,74579.52
2025-12-25,2025,Q4,Dec,72926.7
2025-12-26,2025,Q4,Dec,77251.56
2025-12-27,2025,Q4,Dec,34127.87
2025-12-28,2025,Q4,Dec,32926.32
2025-12-29,2025,Q4,Dec,76390.89
2025-12-30,2025,Q4,Dec,75689.15
2025-12-31,2025,Q4,Dec,75539.53
